rel_path,spec_centroid_mean,spec_spread_mean,spec_flatness_mean,mfcc01_mean,mfcc02_mean,mfcc03_mean,mfcc04_mean,mfcc05_mean
_pruned/bassacid/bassacid10.wav,2133.021728515625,3410.165283203125,-20.154325485229492,-1.3103049993515017,46.730098724365234,2.6330368518829346,7.749020576477051,0.7484321594238281
_pruned/bassacid/bassacid11.wav,1655.437744140625,2438.56982421875,-25.605234146118164,29.530733108520508,68.33015441894531,-10.565668106079102,12.942986488342283,-0.8160638809204102
_pruned/bassacid/bassacid12.wav,563.4618530273438,1718.87890625,-35.3958854675293,-141.28292846679688,44.267765045166016,36.98273849487305,27.23969078063965,24.458316802978516
_pruned/bassacid/bassacid13.wav,1313.208251953125,2040.0908203125,-29.51460647583008,21.179168701171875,86.18807983398438,-12.057601928710938,14.269083023071287,2.56813645362854
_pruned/bassacid/bassacid15.wav,1228.385009765625,1902.3876953125,-30.86258316040039,27.34952163696289,93.35132598876952,-14.525229454040527,15.057916641235352,3.3671205043792725
_pruned/bassacid/bassacid16.wav,1215.4495849609375,2003.043701171875,-30.894824981689453,0.8854026198387146,87.88626861572266,-1.7942513227462769,9.942889213562012,-4.631775379180908
_pruned/bassacid/bassacid17.wav,1661.053466796875,2294.578125,-29.232105255126953,25.764036178588867,63.101524353027344,-29.888734817504883,5.2895731925964355,-7.185536861419678
_pruned/bassacid/bassacid18.wav,2127.00048828125,2727.30859375,-24.227941513061523,-5.726678848266602,58.44186782836914,18.79657745361328,4.296012878417969,-2.8085529804229736
_pruned/bassacid/bassacid19.wav,2398.299560546875,3680.837890625,-18.458736419677734,-22.664758682250977,42.43115997314453,6.387014865875244,4.141635894775391,1.3599629402160645
_pruned/bassacid/bassacid2.wav,1441.5284423828125,2890.5791015625,-22.63343620300293,-21.27828788757324,47.03961944580078,8.910612106323242,19.5910587310791,15.21743869781494
_pruned/bassacid/bassacid21.wav,2126.28955078125,2934.636474609375,-19.96081924438477,54.381290435791016,44.72338104248047,1.660419464111328,10.923481941223145,-3.484015464782715
_pruned/bassacid/bassacid22.wav,2232.659912109375,3106.3251953125,-19.32162094116211,47.96529006958008,42.928340911865234,1.0817230939865112,9.34231185913086,-3.3651106357574463
_pruned/bassacid/bassacid23.wav,395.1774597167969,1204.66259765625,-39.53157424926758,-106.26838684082033,70.48760986328125,37.52177810668945,35.18196105957031,21.0670223236084
_pruned/bassacid/bassacid24.wav,2271.311279296875,3010.328369140625,-19.929506301879883,49.280662536621094,44.551395416259766,2.7476119995117188,8.490462303161621,-4.273305892944336
_pruned/bassacid/bassacid25.wav,3045.373291015625,3520.347412109375,-16.77086639404297,62.12912368774414,26.68808937072754,-5.479009628295898,5.089890480041504,-7.289881229400635
_pruned/bassacid/bassacid27.wav,1049.0550537109375,1574.3638916015625,-39.59321975708008,-106.39525604248048,85.07941436767578,39.79555130004883,20.669679641723633,10.575515747070312
_pruned/bassacid/bassacid28.wav,713.6344604492188,1224.7666015625,-44.22430419921875,-89.70121002197266,120.2921142578125,43.27021408081055,3.5220820903778076,6.491482734680176
_pruned/bassacid/bassacid3.wav,1024.6163330078125,2300.857666015625,-25.388219833374023,1.4590353965759275,59.22898864746094,10.396408081054688,23.106609344482425,13.084432601928713
_pruned/bassacid/bassacid30.wav,1099.919189453125,1661.2069091796875,-38.886627197265625,-89.47098541259766,82.00614929199219,42.430233001708984,23.750877380371097,13.310059547424316
_pruned/bassacid/bassacid31.wav,1127.5260009765625,1661.16943359375,-38.988975524902344,-93.03534698486328,74.72637939453125,44.69829177856445,26.166872024536133,15.05495834350586
